vendor,tool_version,flow_stage,artifact_path,artifact_type,artifact_role,protected_property,provenance_evidence,mapped_threat_ids
"Intel Quartus Prime Pro","Quartus Pro 26.1","Synthesis/Implementation Transformation",".\results\quartus\project\qdb\_compiler\top\root_partition\26.1.0\synthesized\1\state.meta",".meta","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=0ADD95062EB04545EBDB69C2C9A1475F4CB48EEC5965ACBDB429B27BA42985BE; mtime=2026-06-12T04:39:47.7649488Z; size=382","TRN-1;TRN-2;TRN-3;RPT-2"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Constraint and Configuration",".\results\quartus\project\top.qpf",".qpf","Quartus project","configuration integrity; design intent traceability","sha256=FE90A4F79C9CF8791C0288203D6EE73A69D3C2C6842EF967ADB5BE192FAE7F8F; mtime=2026-06-12T04:39:35.2021956Z; size=1359","CFG-1;CFG-2;CFG-3"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Constraint and Configuration",".\results\quartus\project\top.qsf",".qsf","Quartus settings","configuration integrity; design intent traceability","sha256=F3CBCC35EAE96391C4B70185DC3C43D7564A05D4926B0921BED82CB33F0F0113; mtime=2026-06-12T04:39:36.5305889Z; size=2752","CFG-1;CFG-2;CFG-3"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Report Generation",".\results\quartus\quartus_compile.log",".log","Tool log","report integrity; signoff provenance; confidentiality","sha256=B6FC303D7A28BD601F65693FAC7149AEC7A4E865BF8C967E16319C6F8582E41B; mtime=2026-06-12T04:40:58.2022882Z; size=28146","RPT-1;RPT-2;RPT-3"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Report Generation",".\results\quartus\quartus_compile_b.log",".log","Tool log","report integrity; signoff provenance; confidentiality","sha256=8E4BC0935400B703435EC0C93D2A396579803EF606FF4CFC73A498CF64813095; mtime=2026-06-12T04:42:25.1086217Z; size=34060","RPT-1;RPT-2;RPT-3"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Report Generation",".\results\quartus\quartus_create_project.log",".log","Tool log","report integrity; signoff provenance; confidentiality","sha256=4104611E37BC7B08EE123CDAD61EF798E78AD93BCCA20664EB991ACB6864DD91; mtime=2026-06-12T04:39:35.4524782Z; size=3478","RPT-1;RPT-2;RPT-3"
"Intel Quartus Prime Pro","Quartus Pro 26.1","Report Generation",".\results\quartus\quartus_create_project_b.log",".log","Tool log","report integrity; signoff provenance; confidentiality","sha256=37640B5902629A985DDFFF483F227739D7513148397908CD15433544E0CBCBD2; mtime=2026-06-12T04:40:59.2960855Z; size=3486","RPT-1;RPT-2;RPT-3"
"Intel Quartus Prime Pro","Quartus Pro 26.1","CI/CD Artifact Management",".\results\quartus\quartus_status.csv",".csv","Provenance/evaluation manifest","release provenance; command history; auditability","sha256=61A07C66C87BCCA1DE6A814D35AE70DDEEE74B6CF166010EB95638A0B06948BB; mtime=2026-06-12T04:42:25.1399931Z; size=237","REL-1;REL-2;RPT-2"
"Common Design Input","not applicable","Constraint and Configuration",".\results\run_all.log",".log","Tool log","configuration integrity; design intent traceability","sha256=5C1ADB0A37D162D850EAF0069BAFC7464B4DD89446A1674339DDE70E44BEC3A7; mtime=2026-06-12T04:49:15.9366145Z; size=451","CFG-1;CFG-2;CFG-3"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.cache\wt\project.wpc",".wpc","Vivado project cache file","transformation lineage; checkpoint integrity","sha256=AFDF2C5B603E9B2C8C7FD0A5ED26B59B225C79E41A5AD03070FBC8F10E549BFB; mtime=2026-06-12T04:37:27.8742844Z; size=65","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.cache\wt\synthesis.wdf",".wdf","Vivado webtalk/data file","transformation lineage; checkpoint integrity","sha256=7F4E429008F229C9DC61A9516380DDE1BCFC55788A4C539E93FCC0AA261982D6; mtime=2026-06-12T04:38:13.3589418Z; size=7368","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.cache\wt\synthesis_details.wdf",".wdf","Vivado webtalk/data file","transformation lineage; checkpoint integrity","sha256=C2433E37A27D83F181DAFD22C54777C16A515755DC60D98FFB0152C8353F507B; mtime=2026-06-12T04:38:00.3121177Z; size=100","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","Report Generation",".\results\vivado\project_b\ap_stride_vivado_b.cache\wt\webtalk_pa.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=1D89F416E887A7611C008E1DB5EB82AAF02B624165EBEAE6615B09050E200C49; mtime=2026-06-12T04:38:22.2962714Z; size=1114","RPT-1;RPT-2;RPT-3"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.hw\ap_stride_vivado_b.lpr",".lpr","Vivado hardware project metadata","transformation lineage; checkpoint integrity","sha256=B373CF9663FA8B6ACDD3CCEEB201AEA1C7FBBEE5CF7C6D675BF0C6CCD52F4C69; mtime=2026-06-12T04:37:27.6554230Z; size=425","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","Report Generation",".\results\vivado\project_b\ap_stride_vivado_b.runs\.jobs\vrs_config_1.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=8211CF955B421BC0176DEF8CD594B135B6ABC1E6ECFF5BFFAF64BA61D9ED1A94; mtime=2026-06-12T04:37:31.0148864Z; size=611","RPT-1;RPT-2;RPT-3"
"AMD Vivado","Vivado 2025.2","Report Generation",".\results\vivado\project_b\ap_stride_vivado_b.runs\.jobs\vrs_config_2.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=3D9C1E3C408D6D0370C6DDB7FA258964031BF32221A1824BE16A4B4C922D2C00; mtime=2026-06-12T04:38:22.2827203Z; size=625","RPT-1;RPT-2;RPT-3"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\.init_design.begin.rst",".rst","Vivado run status marker","transformation lineage; checkpoint integrity","sha256=4049424311FE20EBCBBE533EB05DE333341A878C487E48E11E7C3CEAE12EF983; mtime=2026-06-12T04:38:34.2960049Z; size=182","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\.init_design.end.rst",".rst","Vivado run status marker","transformation lineage; checkpoint integrity","sha256=E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855; mtime=2026-06-12T04:38:42.4994204Z; size=0","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\.opt_design.begin.rst",".rst","Vivado run status marker","transformation lineage; checkpoint integrity","sha256=4049424311FE20EBCBBE533EB05DE333341A878C487E48E11E7C3CEAE12EF983; mtime=2026-06-12T04:38:42.4994204Z; size=182","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\.opt_design.end.rst",".rst","Vivado run status marker","transformation lineage; checkpoint integrity","sha256=E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855; mtime=2026-06-12T04:38:52.3900596Z; size=0","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\.phys_opt_design.begin.rst",".rst","Vivado run status marker","transformation lineage; checkpoint integrity","sha256=4049424311FE20EBCBBE533EB05DE333341A878C487E48E11E7C3CEAE12EF983; mtime=2026-06-12T04:38:55.1243228Z; size=182","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\.phys_opt_design.end.rst",".rst","Vivado run status marker","transformation lineage; checkpoint integrity","sha256=E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855; mtime=2026-06-12T04:38:55.5778583Z; size=0","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\.place_design.begin.rst",".rst","Vivado run status marker","transformation lineage; checkpoint integrity","sha256=4049424311FE20EBCBBE533EB05DE333341A878C487E48E11E7C3CEAE12EF983; mtime=2026-06-12T04:38:52.3900596Z; size=182","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\.place_design.end.rst",".rst","Vivado run status marker","transformation lineage; checkpoint integrity","sha256=E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855; mtime=2026-06-12T04:38:55.1243228Z; size=0","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\.route_design.begin.rst",".rst","Vivado run status marker","transformation lineage; checkpoint integrity","sha256=4049424311FE20EBCBBE533EB05DE333341A878C487E48E11E7C3CEAE12EF983; mtime=2026-06-12T04:38:55.5778583Z; size=182","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\.route_design.end.rst",".rst","Vivado run status marker","transformation lineage; checkpoint integrity","sha256=E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855; mtime=2026-06-12T04:39:12.1870485Z; size=0","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\.vivado.begin.rst",".rst","Vivado run status marker","transformation lineage; checkpoint integrity","sha256=197BE8449B631539D0E78153CEE713AB83072B558709A11C5A29AF91B566BB37; mtime=2026-06-12T04:38:30.5306569Z; size=219","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\.vivado.end.rst",".rst","Vivado run status marker","transformation lineage; checkpoint integrity","sha256=E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855; mtime=2026-06-12T04:39:12.9211753Z; size=0","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\.Vivado_Implementation.queue.rst",".rst","Vivado run status marker","transformation lineage; checkpoint integrity","sha256=E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855; mtime=2026-06-12T04:38:22.2827203Z; size=0","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","Report Generation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\clockInfo.txt",".txt","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=6333483066E41138D9709AC317DD6E815A74D5FB7424571F98F4D2CF29B2D372; mtime=2026-06-12T04:38:53.2963786Z; size=387","RPT-1;RPT-2;RPT-3"
"AMD Vivado","Vivado 2025.2","Report Generation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\dfx_runtime.txt",".txt","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=CA01760064802F7C1390BB24C0508090531BF3D805455060D856478963E774D9; mtime=2026-06-12T04:39:12.6241546Z; size=113","RPT-1;RPT-2;RPT-3"
"AMD Vivado","Vivado 2025.2","Report Generation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\gen_run.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=C2902919A8CCCEF12CA9EBF322FF601E0A66AB8CACDFD6A8BA815063CF34D854; mtime=2026-06-12T04:39:12.6241546Z; size=8865","RPT-1;RPT-2;RPT-3"
"AMD Vivado","Vivado 2025.2","Report Generation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\htr.txt",".txt","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=090DAE8DC85520EE798433BD72403025902BE433F2C4C322BE68D9E20605D998; mtime=2026-06-12T04:38:22.2647617Z; size=470","RPT-1;RPT-2;RPT-3"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\init_design.pb",".pb","Vivado run-state protobuf","transformation lineage; checkpoint integrity","sha256=6F5AFA2AD8346D82F9ADB7314C977C07FAFF7E81D329083AB4DD71048691746E; mtime=2026-06-12T04:38:42.4994204Z; size=1786","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","CI/CD Artifact Management",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\ISEWrap.js",".js","Tool run wrapper script","release provenance; command history; auditability","sha256=D906082CBC10C5ECA7792A66A771770F43ED0FBFFAB7019C2B30ADDDBE398E4B; mtime=2026-06-12T04:38:22.2492964Z; size=8435","REL-1;REL-2;RPT-2"
"AMD Vivado","Vivado 2025.2","CI/CD Artifact Management",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\ISEWrap.sh",".sh","Tool run wrapper script","release provenance; command history; auditability","sha256=8090E9FDB921DF47A7D031DD74BA04D3F074321DDFE13F30F004E00891BDEA76; mtime=2026-06-12T04:38:22.2492964Z; size=2175","REL-1;REL-2;RPT-2"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\opt_design.pb",".pb","Vivado run-state protobuf","transformation lineage; checkpoint integrity","sha256=76D1212456F6A6ECA57C79F7FA4ECDE46B4307B6B2FAF59E15C23ED83922FACB; mtime=2026-06-12T04:38:52.3900596Z; size=13064","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\phys_opt_design.pb",".pb","Vivado run-state protobuf","transformation lineage; checkpoint integrity","sha256=9484618D12D247672C07F094786EC0A35DB40A65EE4F832D684693F58915A1D2; mtime=2026-06-12T04:38:55.5778583Z; size=3187","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\place_design.pb",".pb","Vivado run-state protobuf","transformation lineage; checkpoint integrity","sha256=20519197731B3560261F02C16320F5780667EB7A14CB5A4C329B6FA298816241; mtime=2026-06-12T04:38:55.1243228Z; size=21030","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\project.wdf",".wdf","Vivado webtalk/data file","transformation lineage; checkpoint integrity","sha256=5F9BFA471B38B284D2843B31BB8DC8725372518E3E9DA0A5058322ABC245FF15; mtime=2026-06-12T04:38:22.2962714Z; size=3633","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\route_design.pb",".pb","Vivado run-state protobuf","transformation lineage; checkpoint integrity","sha256=2C6D36E0283DCEC787779E8A0D419593DA2E63C041B84F7F11DD3E5B89C9AFD9; mtime=2026-06-12T04:39:12.1870485Z; size=15158","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","CI/CD Artifact Management",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\rundef.js",".js","Tool run wrapper script","release provenance; command history; auditability","sha256=FB26CD70A28D711F63DCFBA1D01439175ED635C5E91DD3A0742AF85A1E73D255; mtime=2026-06-12T04:38:22.2647617Z; size=1530","REL-1;REL-2;RPT-2"
"AMD Vivado","Vivado 2025.2","CI/CD Artifact Management",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\runme.bat",".bat","Tool run wrapper script","release provenance; command history; auditability","sha256=3B7E573BDAF23A9C6E610B44A205A1BD9B9A4C37CB371D40FB43650E5DA0C083; mtime=2026-06-12T04:38:22.2647617Z; size=305","REL-1;REL-2;RPT-2"
"AMD Vivado","Vivado 2025.2","Report Generation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\runme.log",".log","Tool log","report integrity; signoff provenance; confidentiality","sha256=580D2E20F6E96607FBFABD06E6FB151FAE69F0F53E68BA5C7FC49F45EF7DC7F6; mtime=2026-06-12T04:39:12.1870485Z; size=38902","RPT-1;RPT-2;RPT-3"
"AMD Vivado","Vivado 2025.2","CI/CD Artifact Management",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\runme.sh",".sh","Tool run wrapper script","release provenance; command history; auditability","sha256=7E220FC9A76C7EB45DF3D0F0B7734BBBE10C2130BACBAB76BE20C172A5C01538; mtime=2026-06-12T04:38:22.2647617Z; size=1446","REL-1;REL-2;RPT-2"
"AMD Vivado","Vivado 2025.2","CI/CD Artifact Management",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\top_b.tcl",".tcl","Flow command script","release provenance; command history; auditability","sha256=944DCBFA4F5FFF1E367B4554140FDF3BDDACC9A315CE61E2E6C6B152C97F47D0; mtime=2026-06-12T04:38:22.2647617Z; size=11152","REL-1;REL-2;RPT-2"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\top_b.vdi",".vdi","Vivado implementation metadata","transformation lineage; checkpoint integrity","sha256=58E4C3B467D7E549A301A858CBE219EEB7EAFBD4712A0B8D8664FD6A763D2AC7; mtime=2026-06-12T04:39:12.1870485Z; size=38985","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\top_b_bus_skew_routed.pb",".pb","Vivado run-state protobuf","transformation lineage; checkpoint integrity","sha256=8022A3801E0D9EED3A5559AF22EE8B8D82A70A55CD06A3C10D5BC00F95F7B238; mtime=2026-06-12T04:39:11.7492512Z; size=30","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","Report Generation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\top_b_bus_skew_routed.rpt",".rpt","Tool report","report integrity; signoff provenance; confidentiality","sha256=CA5410FFEFFDBE811A40DFEECBCC2FA02B9A03C09850ABE0215E9DE3E9810A5B; mtime=2026-06-12T04:39:11.7492512Z; size=944","RPT-1;RPT-2;RPT-3"
"AMD Vivado","Vivado 2025.2","Report Generation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\top_b_bus_skew_routed.rpx",".rpx","Report sidecar database","report integrity; signoff provenance; confidentiality","sha256=C26011360C4F36F35EC51C722BC0D124CA41C752E4C02915713E7F0B68C9F7CA; mtime=2026-06-12T04:39:11.7492512Z; size=1050","RPT-1;RPT-2;RPT-3"
"AMD Vivado","Vivado 2025.2","Report Generation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\top_b_clock_utilization_routed.rpt",".rpt","Tool report","report integrity; signoff provenance; confidentiality","sha256=C01F0EE97FA302A8E3B4361AC2301ADF1630A7C575AD427AFE77D06F9D9631DB; mtime=2026-06-12T04:39:11.7340030Z; size=14087","RPT-1;RPT-2;RPT-3"
"AMD Vivado","Vivado 2025.2","Report Generation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\top_b_control_sets_placed.rpt",".rpt","Tool report","report integrity; signoff provenance; confidentiality","sha256=3E7E028A904E9594DF811221B98BF73926381DDC0CA581D0FDDE72B6D3B85519; mtime=2026-06-12T04:38:54.7339360Z; size=7185","RPT-1;RPT-2;RPT-3"
"AMD Vivado","Vivado 2025.2","Synthesis/Implementation Transformation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\top_b_drc_opted.pb",".pb","Vivado run-state protobuf","transformation lineage; checkpoint integrity","sha256=F560283C5A56EF4FFADB980CA4FD2FA9F53E906441A928EE707461CBB35802EE; mtime=2026-06-12T04:38:52.0461882Z; size=37","TRN-1;TRN-2;TRN-3;RPT-2"
"AMD Vivado","Vivado 2025.2","Report Generation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\top_b_drc_opted.rpt",".rpt","Tool report","report integrity; signoff provenance; confidentiality","sha256=9BF1860457AC43B379C302114617873206E18BAA03F04B4519C280F844EF1EA5; mtime=2026-06-12T04:38:52.0461882Z; size=4710","RPT-1;RPT-2;RPT-3"
"AMD Vivado","Vivado 2025.2","Report Generation",".\results\vivado\project_b\ap_stride_vivado_b.runs\impl_1\top_b_drc_opted.rpx",".rpx","Report sidecar database","report integrity; signoff provenance; confidentiality","sha256=BA74DFB098FFA74C508B0FDAB057A645C0524D8F076A589140BC3B3C4627199C; mtime=2026-06-12T04:38:52.0461882Z; size=6022","RPT-1;RPT-2;RPT-3"
